,user-id,user-age,user-gender,user-nationality,user-knowledge,user-loyalty,user-loan,user-income,user-savings,user-properties,user-riskAversion,user-marital,user-dependents,user-pension,product-type,product-risk,product-term,product-yield,transaction-id,year,month,score
23,511,49,0,0,0,0,0,13912,136739,4,1,0,3,9951704,0,1,1,1,5028,2019,10,0.7816135766759255
24,514,41,1,0,0,1,1,10936,112662,6,1,0,0,1669320,2,0,5,0,5031,2016,7,0.6003615403584107
25,514,41,1,0,0,1,1,10936,112662,6,1,0,0,1669320,0,2,5,2,5032,2018,9,0.2402109911018837
26,515,27,1,0,0,1,0,6207,50510,0,0,0,6,271164,2,1,5,1,5033,2018,7,0.2865109728923444
27,515,27,1,0,0,1,0,6207,50510,0,0,0,6,271164,2,0,30,0,5034,2015,11,0.1909642598478773
28,515,27,1,0,0,1,0,6207,50510,0,0,0,6,271164,0,2,5,2,5035,2018,7,0.5727704485705
29,515,27,1,0,0,1,0,6207,50510,0,0,0,6,271164,0,2,20,2,5036,2017,5,0.7739378228755558
30,517,45,0,0,2,0,0,12406,115758,0,1,0,3,1982232,0,0,10,0,5037,2018,7,0.0
31,517,45,0,0,2,0,0,12406,115758,0,1,0,3,1982232,0,0,30,0,5038,2016,12,0.2021878854266546
32,517,45,0,0,2,0,0,12406,115758,0,1,0,3,1982232,1,2,1,2,5039,2016,10,0.6829903065199824
33,518,46,1,0,0,0,0,13730,175147,1,1,0,0,3744625,0,2,30,2,5040,2016,6,0.683178996333123
34,519,39,1,1,0,0,0,10621,146457,0,0,0,0,3325734,2,0,10,0,5041,2018,8,0.0
35,520,46,0,0,0,0,0,12407,200920,1,1,0,0,5069375,1,2,5,2,5042,2018,3,0.0
36,521,42,1,0,0,1,0,11460,112792,2,1,1,0,2231418,0,2,5,2,5043,2018,6,0.5803685742511706
37,521,42,1,0,0,1,0,11460,112792,2,1,1,0,2231418,0,2,20,2,5044,2017,5,0.6205678290486467
38,521,42,1,0,0,1,0,11460,112792,2,1,1,0,2231418,1,1,1,1,5045,2017,10,0.6818442755923243
39,521,42,1,0,0,1,0,11460,112792,2,1,1,0,2231418,0,0,30,0,5046,2016,2,0.124781487313141
40,521,42,1,0,0,1,0,11460,112792,2,1,1,0,2231418,2,2,20,2,5047,2018,12,0.2030882947989896
41,521,42,1,0,0,1,0,11460,112792,2,1,1,0,2231418,0,1,1,1,5048,2018,6,0.2691645361853008
42,522,45,1,0,1,0,1,13116,159911,3,1,2,0,1685280,2,1,20,1,5049,2016,4,1.0
43,522,45,1,0,1,0,1,13116,159911,3,1,2,0,1685280,0,2,10,2,5050,2017,9,0.2459012675871721
44,522,45,1,0,1,0,1,13116,159911,3,1,2,0,1685280,1,2,30,2,5051,2018,6,0.6052140116492948
45,523,52,0,0,0,2,0,14860,144617,0,1,0,0,2241827,0,0,5,0,5052,2017,9,0.6473736968044448
46,523,52,0,0,0,2,0,14860,144617,0,1,0,0,2241827,2,1,20,1,5053,2015,11,0.6222126647090758
47,523,52,0,0,0,2,0,14860,144617,0,1,0,0,2241827,1,1,1,1,5054,2018,12,0.1418111842749703
48,523,52,0,0,0,2,0,14860,144617,0,1,0,0,2241827,0,2,20,2,5055,2019,12,0.2922544215267263
49,524,52,0,1,0,0,0,15487,143216,4,1,0,0,5781996,0,2,30,2,5056,2018,8,0.9630061069839202
50,525,41,0,1,2,0,0,10742,77653,1,1,1,0,3472520,0,0,1,0,5057,2015,1,0.9378979785550792
51,525,41,0,1,2,0,0,10742,77653,1,1,1,0,3472520,1,2,30,2,5058,2015,2,0.7546931686563836
52,525,41,0,1,2,0,0,10742,77653,1,1,1,0,3472520,0,2,1,2,5059,2019,9,0.8315170993770326
53,525,41,0,1,2,0,0,10742,77653,1,1,1,0,3472520,2,2,5,2,5060,2018,2,0.7115251976401054
54,526,55,1,0,0,0,0,17122,169612,2,1,0,0,6242842,0,2,1,2,5061,2019,4,0.0
55,526,55,1,0,0,0,0,17122,169612,2,1,0,0,6242842,0,2,1,2,5062,2016,8,0.5890593015547986
56,526,55,1,0,0,0,0,17122,169612,2,1,0,0,6242842,0,0,10,0,5063,2015,8,0.0335819704903934
57,527,44,0,0,0,2,0,12509,87556,1,1,1,2,2894320,1,1,5,1,5064,2017,3,0.500307952344408
58,527,44,0,0,0,2,0,12509,87556,1,1,1,2,2894320,0,0,30,0,5065,2017,8,0.7091262796752554
59,528,35,0,0,0,1,1,8617,93739,0,0,1,0,1438052,0,1,10,1,5066,2017,3,0.8560202032278525
60,528,35,0,0,0,1,1,8617,93739,0,0,1,0,1438052,0,2,20,2,5067,2016,8,0.5969647213912567
61,529,48,1,1,0,2,0,14461,211060,2,1,0,0,5798304,0,0,10,0,5068,2017,7,0.0
62,529,48,1,1,0,2,0,14461,211060,2,1,0,0,5798304,1,2,10,2,5069,2018,3,0.6110210259858465
63,529,48,1,1,0,2,0,14461,211060,2,1,0,0,5798304,1,0,20,0,5070,2015,2,0.7390387461535297
64,529,48,1,1,0,2,0,14461,211060,2,1,0,0,5798304,1,2,30,2,5071,2018,8,0.2908831635416983
65,530,48,1,0,0,2,0,13427,131479,1,1,1,0,3396870,1,2,1,2,5072,2018,8,0.0569641025560782
66,530,48,1,0,0,2,0,13427,131479,1,1,1,0,3396870,2,2,20,2,5073,2016,1,0.1391940906358387
67,530,48,1,0,0,2,0,13427,131479,1,1,1,0,3396870,0,0,5,0,5074,2017,3,0.225814166608824
68,530,48,1,0,0,2,0,13427,131479,1,1,1,0,3396870,0,2,30,2,5075,2016,7,0.8401723382077725
69,531,39,0,0,0,0,1,11541,65682,0,0,1,0,876816,0,2,10,2,5076,2019,8,0.5741696770828536
70,531,39,0,0,0,0,1,11541,65682,0,0,1,0,876816,2,0,1,0,5077,2015,3,0.6000309843781646
71,532,41,1,0,0,0,0,10275,109457,2,1,0,0,1231100,0,0,1,0,5078,2017,2,0.0
72,532,41,1,0,0,0,0,10275,109457,2,1,0,0,1231100,0,2,5,2,5079,2016,9,0.2811168574602318
73,533,52,0,0,0,0,1,15575,167947,3,1,1,0,3885633,2,2,20,2,5080,2016,10,0.6531120242473466
74,533,52,0,0,0,0,1,15575,167947,3,1,1,0,3885633,1,2,10,2,5081,2016,3,0.2152312945506738
75,533,52,0,0,0,0,1,15575,167947,3,1,1,0,3885633,0,0,1,0,5082,2019,4,0.6075634149881539
76,533,52,0,0,0,0,1,15575,167947,3,1,1,0,3885633,0,1,5,1,5083,2017,6,0.7649201558824792
77,533,52,0,0,0,0,1,15575,167947,3,1,1,0,3885633,0,0,20,0,5084,2017,11,0.2474781341018322
78,535,33,1,1,0,1,1,7808,109534,0,0,1,0,330144,0,0,1,0,5089,2019,6,0.6717499202813844
79,536,43,1,0,2,0,0,11625,151340,0,1,0,1,3004496,2,0,10,0,5090,2015,5,0.6733266827875113
80,536,43,1,0,2,0,0,11625,151340,0,1,0,1,3004496,1,0,10,0,5091,2018,11,0.2720129385447017
81,536,43,1,0,2,0,0,11625,151340,0,1,0,1,3004496,0,2,20,2,5092,2019,9,0.2808574333270556
82,536,43,1,0,2,0,0,11625,151340,0,1,0,1,3004496,0,2,1,2,5093,2019,7,0.7853273620920728
83,537,48,1,0,0,0,0,12992,149497,3,1,0,0,3556143,0,1,10,1,5094,2017,3,0.5331731808132754
84,538,25,0,0,2,0,0,4219,50921,2,0,1,2,189140,1,2,30,2,5095,2018,2,0.89759976097151
85,538,25,0,0,2,0,0,4219,50921,2,0,1,2,189140,0,0,1,0,5096,2016,9,0.2573666322593251
86,539,37,1,0,0,0,0,9052,83697,2,0,0,0,2947104,0,2,5,2,5097,2016,12,0.6579116128985846
87,539,37,1,0,0,0,0,9052,83697,2,0,0,0,2947104,1,0,10,0,5098,2018,10,0.7986761933863405
88,540,47,1,0,0,2,0,12163,126088,4,1,1,2,5665868,1,2,5,2,5099,2018,11,0.0659888285164995
89,540,47,1,0,0,2,0,12163,126088,4,1,1,2,5665868,1,0,1,0,5100,2018,12,0.2697900096734671
90,540,47,1,0,0,2,0,12163,126088,4,1,1,2,5665868,0,0,20,0,5101,2017,9,0.1032969898919174
91,540,47,1,0,0,2,0,12163,126088,4,1,1,2,5665868,0,2,10,2,5102,2017,2,0.6035652431192209
92,540,47,1,0,0,2,0,12163,126088,4,1,1,2,5665868,0,0,5,0,5103,2015,2,0.6526889751449602
93,541,48,1,0,0,0,0,13031,87649,3,1,0,0,6248772,1,0,30,0,5104,2018,9,0.7296079250218821
94,541,48,1,0,0,0,0,13031,87649,3,1,0,0,6248772,0,2,5,2,5105,2018,2,0.5420111952967748
95,541,48,1,0,0,0,0,13031,87649,3,1,0,0,6248772,0,2,1,2,5106,2015,9,0.7350977290531233
96,542,32,1,0,0,1,0,7214,48437,0,0,0,0,358886,0,0,20,0,5107,2016,5,0.0646705043060218
97,542,32,1,0,0,1,0,7214,48437,0,0,0,0,358886,0,2,10,2,5108,2018,10,0.0572059736983331
98,542,32,1,0,0,1,0,7214,48437,0,0,0,0,358886,0,2,5,2,5109,2017,7,0.7202125343625008
99,543,56,0,0,0,0,1,16730,138525,0,1,1,4,6438180,0,0,20,0,5110,2015,3,0.817269019362791
100,545,41,1,1,0,2,0,10549,159496,0,1,0,0,3379580,0,0,1,0,5112,2018,9,0.0247804220494294
101,545,41,1,1,0,2,0,10549,159496,0,1,0,0,3379580,2,1,5,1,5113,2018,3,0.5706922666183307
102,547,43,0,0,0,0,0,10590,72730,0,1,2,1,2286394,1,1,5,1,5114,2017,11,0.0
103,547,43,0,0,0,0,0,10590,72730,0,1,2,1,2286394,0,0,10,0,5115,2019,2,0.2445431893414791
104,547,43,0,0,0,0,0,10590,72730,0,1,2,1,2286394,0,0,30,0,5116,2016,11,0.8558638340411954
105,547,43,0,0,0,0,0,10590,72730,0,1,2,1,2286394,1,0,30,0,5117,2015,3,0.1269952949972462
106,548,41,0,0,2,0,0,11885,127911,1,1,0,2,2468980,1,2,20,2,5118,2018,2,0.7122361889298978
107,548,41,0,0,2,0,0,11885,127911,1,1,0,2,2468980,0,2,1,2,5119,2019,3,0.2562694361976514
108,548,41,0,0,2,0,0,11885,127911,1,1,0,2,2468980,0,0,5,0,5120,2017,1,0.5418384344875985
109,550,25,0,0,1,0,0,4093,38640,1,0,0,3,97508,2,2,30,2,5121,2016,12,0.8013728729783525
110,551,48,0,0,1,0,0,14544,106085,3,1,0,0,5314167,0,2,20,2,5122,2017,8,0.8943767114953187
111,551,48,0,0,1,0,0,14544,106085,3,1,0,0,5314167,2,0,1,0,5123,2018,2,0.5860676043616571
112,552,45,1,1,0,2,0,12094,155909,3,1,1,3,24960,1,1,10,1,5124,2017,2,0.6097547779370147
113,552,45,1,1,0,2,0,12094,155909,3,1,1,3,24960,2,0,5,0,5125,2019,12,0.0404760725552891
114,552,45,1,1,0,2,0,12094,155909,3,1,1,3,24960,0,1,10,1,5126,2018,8,0.2537467658196877
115,552,45,1,1,0,2,0,12094,155909,3,1,1,3,24960,1,0,20,0,5127,2016,7,0.6496600034376385
116,552,45,1,1,0,2,0,12094,155909,3,1,1,3,24960,1,1,20,1,5128,2019,9,0.1432770526686516
117,553,44,0,0,0,0,0,11986,176564,0,1,0,0,2328934,2,2,30,2,5129,2019,7,0.56042836766269
118,553,44,0,0,0,0,0,11986,176564,0,1,0,0,2328934,1,2,1,2,5130,2018,9,0.8161678007470984
119,553,44,0,0,0,0,0,11986,176564,0,1,0,0,2328934,1,1,10,1,5131,2016,1,0.253968844893942
120,554,29,1,0,0,0,0,5956,55010,4,0,1,1,550152,1,0,20,0,5132,2018,12,0.5819848986256348
121,554,29,1,0,0,0,0,5956,55010,4,0,1,1,550152,1,2,5,2,5133,2019,3,0.221901743531749
122,554,29,1,0,0,0,0,5956,55010,4,0,1,1,550152,1,1,10,1,5134,2016,2,0.6626108430569599
123,554,29,1,0,0,0,0,5956,55010,4,0,1,1,550152,1,2,1,2,5135,2016,3,0.2662924490979264
124,554,29,1,0,0,0,0,5956,55010,4,0,1,1,550152,1,0,30,0,5136,2018,9,0.1787275168077957
125,555,46,0,0,0,0,0,12430,112877,0,1,0,1,3549125,2,2,30,2,5137,2018,2,0.8216097963816661
126,556,28,0,0,1,0,0,5306,30746,2,0,1,2,63,0,0,10,0,5138,2018,2,0.1663651008467196
127,556,28,0,0,1,0,0,5306,30746,2,0,1,2,63,2,2,20,2,5139,2018,12,0.2868937425401739
128,557,38,0,0,0,0,0,9821,86641,4,0,1,0,1877718,0,1,5,1,5140,2018,8,0.5128810290516606
129,557,38,0,0,0,0,0,9821,86641,4,0,1,0,1877718,2,0,30,0,5141,2015,2,0.2015199525189963
130,557,38,0,0,0,0,0,9821,86641,4,0,1,0,1877718,2,2,5,2,5142,2019,2,0.2691068170836179
131,557,38,0,0,0,0,0,9821,86641,4,0,1,0,1877718,1,1,30,1,5143,2019,5,0.6181844656735224
132,558,34,1,0,1,0,0,8421,102204,4,0,1,1,830414,2,2,30,2,5144,2016,6,0.596246315269412
133,558,34,1,0,1,0,0,8421,102204,4,0,1,1,830414,0,1,1,1,5145,2018,9,0.2287538670938253
134,559,26,0,1,0,0,1,4974,46752,0,0,1,0,264075,0,0,10,0,5146,2018,1,0.0851704732616137
135,559,26,0,1,0,0,1,4974,46752,0,0,1,0,264075,1,2,20,2,5147,2018,11,0.6453102840876259
136,559,26,0,1,0,0,1,4974,46752,0,0,1,0,264075,0,1,5,1,5148,2019,1,0.7973213670070042
137,560,42,1,0,0,1,1,10636,165589,3,1,0,0,2014509,0,0,30,0,5149,2019,1,0.0494440088518642
138,560,42,1,0,0,1,1,10636,165589,3,1,0,0,2014509,0,2,10,2,5150,2018,3,0.7147101583316455
139,561,44,0,0,0,2,0,12208,83768,5,1,0,0,1162903,0,0,30,0,5151,2016,4,0.5752813935129379
140,562,35,1,1,1,1,0,8647,40150,0,0,0,0,1706978,2,1,1,1,5152,2018,3,0.6850884344802693
141,562,35,1,1,1,1,0,8647,40150,0,0,0,0,1706978,0,2,1,2,5153,2018,10,0.2230778187342227
142,564,36,0,0,0,0,0,9189,52120,0,0,2,0,1319340,1,1,1,1,5154,2016,1,0.9085387806848212
143,564,36,0,0,0,0,0,9189,52120,0,0,2,0,1319340,0,0,10,0,5155,2019,6,0.1194144847497926
144,565,23,0,0,0,0,0,3792,42491,1,0,1,4,117484,0,0,10,0,5156,2018,8,0.8906127460775319
145,566,43,0,0,0,0,0,11727,168288,0,1,1,0,1585254,2,2,5,2,5157,2017,9,0.0753758197357424
146,567,38,0,0,0,2,0,9703,96832,3,0,1,0,1698725,2,2,1,2,5158,2018,9,0.7499941789266281
147,567,38,0,0,0,2,0,9703,96832,3,0,1,0,1698725,0,0,10,0,5159,2018,7,0.2491076749639643
148,567,38,0,0,0,2,0,9703,96832,3,0,1,0,1698725,2,0,1,0,5160,2016,3,0.6324090328559666
149,567,38,0,0,0,2,0,9703,96832,3,0,1,0,1698725,0,0,5,0,5161,2017,3,0.6489722301543329
150,569,31,1,0,0,0,0,6605,52490,1,0,0,0,1415900,0,2,5,2,5162,2019,4,0.0153478648866457
151,569,31,1,0,0,0,0,6605,52490,1,0,0,0,1415900,0,2,10,2,5163,2018,2,0.1287557472325166
152,569,31,1,0,0,0,0,6605,52490,1,0,0,0,1415900,2,2,5,2,5164,2015,3,0.6797196356491477
153,569,31,1,0,0,0,0,6605,52490,1,0,0,0,1415900,1,1,5,1,5165,2018,9,0.139287903225022
154,571,25,0,1,0,0,0,3789,37052,3,0,1,2,185268,2,2,10,2,5168,2015,12,0.754405913305525
155,572,39,0,1,0,2,0,10195,113780,1,0,0,0,2826396,0,1,30,1,5169,2017,8,0.5903919684961902
156,572,39,0,1,0,2,0,10195,113780,1,0,0,0,2826396,0,2,10,2,5170,2017,2,0.0
157,572,39,0,1,0,2,0,10195,113780,1,0,0,0,2826396,0,1,20,1,5171,2018,8,0.8927318853866884
158,572,39,0,1,0,2,0,10195,113780,1,0,0,0,2826396,1,0,10,0,5172,2018,5,0.1894712860917518
159,572,39,0,1,0,2,0,10195,113780,1,0,0,0,2826396,0,0,10,0,5173,2019,6,0.7323227968190222
160,573,31,0,0,0,0,1,6325,112234,3,0,0,0,924680,2,2,5,2,5174,2018,8,0.5276403229018687
161,574,49,1,0,2,0,1,15263,241623,1,1,0,7,3613764,0,2,30,2,5175,2018,1,0.5931467426884478
162,574,49,1,0,2,0,1,15263,241623,1,1,0,7,3613764,1,0,10,0,5176,2015,3,0.0
163,574,49,1,0,2,0,1,15263,241623,1,1,0,7,3613764,0,0,10,0,5177,2016,8,0.8505507108367223
164,575,49,0,0,0,0,1,14630,103989,1,1,0,0,10730804,0,0,10,0,5178,2018,5,0.7181658646549018
165,575,49,0,0,0,0,1,14630,103989,1,1,0,0,10730804,2,0,5,0,5179,2016,9,0.1670444626339253
166,576,41,1,0,0,0,0,10367,160342,1,1,1,0,2011240,1,0,5,0,5180,2015,9,0.6391468401431745
167,576,41,1,0,0,0,0,10367,160342,1,1,1,0,2011240,0,2,5,2,5181,2018,1,0.6413766445512431
168,576,41,1,0,0,0,0,10367,160342,1,1,1,0,2011240,1,0,1,0,5182,2015,4,0.9259691542063108
169,578,37,0,0,0,1,0,8737,64250,2,0,1,0,764096,2,1,5,1,5183,2019,3,0.5529953709257613
170,579,42,0,0,1,0,0,11669,96366,0,1,0,0,3412836,0,2,10,2,5184,2019,2,0.7308364353331168
171,579,42,0,0,1,0,0,11669,96366,0,1,0,0,3412836,0,1,10,1,5185,2015,5,0.6691665426989987
172,579,42,0,0,1,0,0,11669,96366,0,1,0,0,3412836,1,2,5,2,5186,2018,8,0.5091210493331279
173,579,42,0,0,1,0,0,11669,96366,0,1,0,0,3412836,0,0,10,0,5187,2015,4,0.6170159826042794
174,580,31,1,0,0,0,0,7297,59067,3,0,0,0,889830,0,0,1,0,5188,2016,11,1.0
175,583,31,0,0,0,0,0,7074,53244,1,0,0,0,922500,0,0,10,0,5189,2017,11,0.0
176,584,41,1,0,1,1,0,11407,89495,0,1,1,0,2200600,0,2,30,2,5190,2018,11,0.0489825041244726
177,585,43,0,0,0,0,1,11716,123098,0,1,0,0,1566532,0,2,30,2,5191,2018,10,0.0605107875170682
178,586,39,0,0,0,1,0,9177,89652,3,0,0,0,1701432,2,0,5,0,5192,2019,1,0.0
179,587,49,1,0,2,1,0,14099,135609,5,1,2,0,3834432,2,0,30,0,5193,2018,3,0.0869642813666802
180,587,49,1,0,2,1,0,14099,135609,5,1,2,0,3834432,0,2,30,2,5194,2018,7,0.0966285520210729
181,587,49,1,0,2,1,0,14099,135609,5,1,2,0,3834432,0,2,30,2,5195,2018,3,0.7639555518080509
182,587,49,1,0,2,1,0,14099,135609,5,1,2,0,3834432,0,1,1,1,5196,2017,8,0.5284968994942478
183,588,45,1,1,0,1,0,12631,153805,0,1,1,0,2344512,0,2,1,2,5197,2018,4,0.0900094136593088
184,588,45,1,1,0,1,0,12631,153805,0,1,1,0,2344512,0,2,1,2,5198,2016,3,0.7680883380793375
185,588,45,1,1,0,1,0,12631,153805,0,1,1,0,2344512,0,2,5,2,5199,2018,2,0.561530194678434
186,588,45,1,1,0,1,0,12631,153805,0,1,1,0,2344512,1,1,10,1,5200,2018,3,0.5926968094294982
187,588,45,1,1,0,1,0,12631,153805,0,1,1,0,2344512,0,2,1,2,5201,2015,9,0.1495262879530574
188,588,45,1,1,0,1,0,12631,153805,0,1,1,0,2344512,0,2,5,2,5202,2017,3,0.5915768002644839
189,588,45,1,1,0,1,0,12631,153805,0,1,1,0,2344512,2,2,20,2,5203,2017,9,0.8795661230203988
190,588,45,1,1,0,1,0,12631,153805,0,1,1,0,2344512,0,2,30,2,5204,2015,8,0.1692856179961306
191,590,34,1,0,0,1,0,7713,55119,2,0,0,0,814593,2,1,5,1,5205,2016,8,0.6873031758447135
192,590,34,1,0,0,1,0,7713,55119,2,0,0,0,814593,0,1,5,1,5206,2018,8,0.0584689637824187
193,590,34,1,0,0,1,0,7713,55119,2,0,0,0,814593,0,2,1,2,5207,2018,3,0.7560587227598234
194,590,34,1,0,0,1,0,7713,55119,2,0,0,0,814593,2,1,1,1,5208,2017,12,0.5208797005166128
195,590,34,1,0,0,1,0,7713,55119,2,0,0,0,814593,0,1,10,1,5209,2018,7,0.7499190120405228
196,591,50,0,0,0,0,0,14672,108250,3,1,0,2,5671240,0,0,1,0,5210,2018,6,0.0548613283257671
197,592,38,1,0,0,0,0,10427,140630,0,0,0,0,1121490,1,2,20,2,5211,2017,1,0.9387388536387016
198,592,38,1,0,0,0,0,10427,140630,0,0,0,0,1121490,0,2,1,2,5212,2018,12,0.6760112280569894
199,592,38,1,0,0,0,0,10427,140630,0,0,0,0,1121490,0,2,5,2,5213,2018,12,0.5301771641008484
200,592,38,1,0,0,0,0,10427,140630,0,0,0,0,1121490,2,1,5,1,5214,2019,6,0.871942995431199
201,592,38,1,0,0,0,0,10427,140630,0,0,0,0,1121490,2,2,5,2,5215,2015,4,0.1241544049466882
202,592,38,1,0,0,0,0,10427,140630,0,0,0,0,1121490,1,2,5,2,5216,2017,9,0.5982196504081162
203,593,30,1,0,2,0,0,7018,62532,3,0,1,2,100206,0,2,5,2,5217,2016,7,0.0686806748437066
204,593,30,1,0,2,0,0,7018,62532,3,0,1,2,100206,2,1,10,1,5218,2016,7,0.6071765488433043
205,593,30,1,0,2,0,0,7018,62532,3,0,1,2,100206,1,1,30,1,5219,2017,2,0.0384686286524048
206,593,30,1,0,2,0,0,7018,62532,3,0,1,2,100206,1,0,30,0,5220,2018,4,0.1287333610453759
207,593,30,1,0,2,0,0,7018,62532,3,0,1,2,100206,0,1,20,1,5221,2017,4,0.5186532315689942
208,594,48,1,0,0,0,0,13573,158762,2,1,2,0,3263058,0,2,10,2,5222,2018,6,0.7504495183737894
209,594,48,1,0,0,0,0,13573,158762,2,1,2,0,3263058,0,2,1,2,5223,2018,8,0.5086520944657378
210,594,48,1,0,0,0,0,13573,158762,2,1,2,0,3263058,0,2,5,2,5224,2018,2,0.7438660854276837
211,595,28,1,1,0,0,0,5973,109275,1,0,0,1,566209,0,2,10,2,5225,2015,8,0.5406343043576209
212,595,28,1,1,0,0,0,5973,109275,1,0,0,1,566209,0,0,5,0,5226,2015,12,0.6521637611927837
213,598,42,1,0,0,0,0,10673,142270,0,1,1,0,2411808,2,0,1,0,5232,2019,2,0.9935468334936428
214,598,42,1,0,0,0,0,10673,142270,0,1,1,0,2411808,0,0,10,0,5233,2015,3,0.2830885241758111
215,598,42,1,0,0,0,0,10673,142270,0,1,1,0,2411808,2,0,10,0,5234,2017,5,0.8159942967320728
216,599,55,1,1,0,0,0,15584,204750,0,1,0,0,5237122,1,0,30,0,5235,2015,6,0.5417920974649213
217,599,55,1,1,0,0,0,15584,204750,0,1,0,0,5237122,2,0,10,0,5236,2016,9,0.8102018492381179
218,599,55,1,1,0,0,0,15584,204750,0,1,0,0,5237122,0,2,30,2,5237,2018,2,0.1980425675101445
219,599,55,1,1,0,0,0,15584,204750,0,1,0,0,5237122,0,2,30,2,5238,2016,8,0.7116629221314679
220,600,57,1,0,0,0,0,16998,201891,3,1,0,1,5148396,0,0,10,0,5239,2015,5,0.6837534887320912
221,601,26,1,0,0,0,0,5043,62482,0,0,0,0,384435,0,2,5,2,5240,2019,7,0.9017857206192302
222,601,26,1,0,0,0,0,5043,62482,0,0,0,0,384435,1,2,10,2,5241,2018,8,0.5101438511211872
223,602,33,1,0,2,0,0,7947,79175,1,0,0,0,445008,2,0,10,0,5242,2017,4,0.6035232318798024
224,602,33,1,0,2,0,0,7947,79175,1,0,0,0,445008,1,2,10,2,5243,2018,8,0.952976015403672
225,603,33,0,0,0,1,0,7213,68956,0,0,0,0,991404,0,2,5,2,5244,2017,8,0.6010793789764797
226,603,33,0,0,0,1,0,7213,68956,0,0,0,0,991404,0,2,1,2,5245,2018,2,0.567227091872434
227,603,33,0,0,0,1,0,7213,68956,0,0,0,0,991404,0,1,5,1,5246,2015,3,0.6171425627394836
228,605,43,0,1,0,0,0,12290,129371,1,1,1,0,5500,0,2,30,2,5247,2016,2,0.0
229,605,43,0,1,0,0,0,12290,129371,1,1,1,0,5500,0,0,10,0,5248,2018,10,0.8657613049608188
230,605,43,0,1,0,0,0,12290,129371,1,1,1,0,5500,0,0,5,0,5249,2017,9,0.5208549670342238
231,606,32,0,1,0,1,0,7135,84469,1,0,0,4,1165725,1,1,20,1,5250,2017,8,0.0739334961538342
232,607,53,0,0,0,0,0,16584,155166,4,1,0,1,10412128,2,1,30,1,5251,2018,9,0.821078013035419
233,610,41,0,1,0,0,0,10647,75786,2,1,0,5,1833620,0,1,20,1,5255,2016,3,0.7864669591379261
234,611,42,0,0,0,1,0,10996,102260,1,1,1,0,1326675,1,0,1,0,5256,2015,9,0.8854311730236702
235,611,42,0,0,0,1,0,10996,102260,1,1,1,0,1326675,1,0,1,0,5257,2019,4,0.8038346991661001
